player_slug,player_name,canonical_name,season_end,war
dienggo01,Gorgui Dieng,gorgui dieng,2021,0.7384514768698892
dienggo01,Gorgui Dieng,gorgui dieng,2022,0.4037332067441833
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2017,1.876555758
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2018,6.073954975
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2019,4.016695672
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2020,3.98327530180355
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2021,0.1694697450555465
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2022,5.262388025938337
divindo01,Donte DiVincenzo,donte divincenzo,2019,0.95661009
divindo01,Donte DiVincenzo,donte divincenzo,2020,5.00755721799866
divindo01,Donte DiVincenzo,donte divincenzo,2021,3.440920774547385
divindo01,Donte DiVincenzo,donte divincenzo,2022,1.04453879773684
doncilu01,Luka Doncic,luka doncic,2019,5.939360283
doncilu01,Luka Doncic,luka doncic,2020,10.6444657498735
doncilu01,Luka Doncic,luka doncic,2021,11.40264495062468
doncilu01,Luka Doncic,luka doncic,2022,13.57500802178443
dorsety01,Tyler Dorsey,tyler dorsey,2018,-0.012339941
dorsety01,Tyler Dorsey,tyler dorsey,2019,-0.368539281
dortlu01,Luguentz Dort,luguentz dort,2020,1.8600455649536
dortlu01,Luguentz Dort,luguentz dort,2021,3.795246138173458
dortlu01,Luguentz Dort,luguentz dort,2022,2.174036368856353
dosunay01,Ayo Dosunmu,ayo dosunmu,2022,-0.8994633315827839
dotsoda01,Damyean Dotson,damyean dotson,2018,0.68330573
dotsoda01,Damyean Dotson,damyean dotson,2019,0.389369618
dotsoda01,Damyean Dotson,damyean dotson,2020,0.485720584823963
dotsoda01,Damyean Dotson,damyean dotson,2021,-1.301116540035731
dotsoda01,Damyean Dotson,damyean dotson,2022,-0.0443751428429855
dotsode01,Devon Dotson,devon dotson,2021,0.4240861082759597
dotsode01,Devon Dotson,devon dotson,2022,0.0692480354094703
douglto01,Toney Douglas,toney douglas,2017,-0.016191586
doumbse01,Sekou Doumbouya,sekou doumbouya,2020,-2.42699711332872
doumbse01,Sekou Doumbouya,sekou doumbouya,2021,-1.39233433116695
doumbse01,Sekou Doumbouya,sekou doumbouya,2022,0.2460152771499911
dowtije01,Jeff Dowtin,jeff dowtin,2022,-0.2916254966178401
doylemi01,Milton Doyle,milton doyle,2018,-0.239758387
doziepj01,PJ Dozier,pj dozier,2018,-0.007940283
doziepj01,PJ Dozier,pj dozier,2019,0.152473306
doziepj01,PJ Dozier,pj dozier,2020,-0.014018686601373
doziepj01,PJ Dozier,pj dozier,2021,1.92121019060866
doziepj01,P.J. Dozier,pj dozier,2022,0.4639244767289453
dragigo01,Goran Dragic,goran dragic,2017,4.305855083
dragigo01,Goran Dragic,goran dragic,2018,5.119657865
dragigo01,Goran Dragic,goran dragic,2019,1.440870908
dragigo01,Goran Dragic,goran dragic,2020,4.99826617782148
dragigo01,Goran Dragic,goran dragic,2021,0.965196788454431
dragigo01,Goran Dragic,goran dragic,2022,0.6463221901446934
drewla02,Larry Drew II,larry drew,2018,-0.157921086
drumman01,Andre Drummond,andre drummond,2017,0.452613768
drumman01,Andre Drummond,andre drummond,2018,3.831640022
drumman01,Andre Drummond,andre drummond,2019,8.881571105
drumman01,Andre Drummond,andre drummond,2020,2.1498285802486
drumman01,Andre Drummond,andre drummond,2021,2.271438086576673
drumman01,Andre Drummond,andre drummond,2022,3.575293785909486
duartch01,Chris Duarte,chris duarte,2022,2.3112612030399
dudleja01,Jared Dudley,jared dudley,2017,2.962849237
dudleja01,Jared Dudley,jared dudley,2018,0.498978956
dudleja01,Jared Dudley,jared dudley,2019,3.155698521
dudleja01,Jared Dudley,jared dudley,2020,0.468459488637759
dudleja01,Jared Dudley,jared dudley,2021,0.0816180031756319
dukeda01,David Duke Jr.,david duke,2022,-0.0857822912508679
dunlemi02,Mike Dunleavy,mike dunleavy,2017,0.383565005
dunnkr01,Kris Dunn,kris dunn,2017,-0.364594476
dunnkr01,Kris Dunn,kris dunn,2018,1.224853053
dunnkr01,Kris Dunn,kris dunn,2019,0.702422974
dunnkr01,Kris Dunn,kris dunn,2020,3.37650094160736
dunnkr01,Kris Dunn,kris dunn,2021,-0.2337197491054326
dunnkr01,Kris Dunn,kris dunn,2022,0.2600018320333845
duranke01,Kevin Durant,kevin durant,2017,13.28639377
duranke01,Kevin Durant,kevin durant,2018,12.96123894
duranke01,Kevin Durant,kevin durant,2019,12.76032716
duranke01,Kevin Durant,kevin durant,2021,6.627517360879574
duranke01,Kevin Durant,kevin durant,2022,8.250891243511678
duvaltr01,Trevon Duval,trevon duval,2019,0.026414288
echenja01,Jaime Echenique,jaime echenique,2022,0.0009209744473156
eddieja01,Jarell Eddie,jarell eddie,2017,0.024069793
eddieja01,Jarell Eddie,jarell eddie,2018,0.021811907
edwaran01,Anthony Edwards,anthony edwards,2021,-0.6766245246185876
edwaran01,Anthony Edwards,anthony edwards,2022,6.288867954558095
edwarca01,Carsen Edwards,carsen edwards,2020,-0.43158886933167
edwarca01,Carsen Edwards,carsen edwards,2021,-0.124918105348114
edwarca01,Carsen Edwards,carsen edwards,2022,-0.0855041701311098
edwarke02,Kessler Edwards,kessler edwards,2022,-0.5794284061272512
edwarro01,Rob Edwards,rob edwards,2022,-0.0095410512470682
edwarvi01,Vincent Edwards,vincent edwards,2019,-0.013086643
ellebcj01,CJ Elleby,cj elleby,2021,-0.0700359788861132
ellebcj01,CJ Elleby,cj elleby,2022,-1.597882438228176
ellenhe01,Henry Ellenson,henry ellenson,2017,-0.294611469
ellenhe01,Henry Ellenson,henry ellenson,2018,-0.598677025
ellenhe01,Henry Ellenson,henry ellenson,2019,-0.164043698
ellenhe01,Henry Ellenson,henry ellenson,2020,0.105262809978131
ellenhe01,Henry Ellenson,henry ellenson,2021,0.0335574352312734
ellinwa01,Wayne Ellington,wayne ellington,2017,2.980229369
ellinwa01,Wayne Ellington,wayne ellington,2018,1.931034215
ellinwa01,Wayne Ellington,wayne ellington,2019,1.553111211
ellinwa01,Wayne Ellington,wayne ellington,2020,0.759927006040587
ellinwa01,Wayne Ellington,wayne ellington,2021,1.414087469303523
ellinwa01,Wayne Ellington,wayne ellington,2022,0.2409080720169524
ellismo01,Monta Ellis,monta ellis,2017,0.727304058
embiijo01,Joel Embiid,joel embiid,2017,2.792342633
embiijo01,Joel Embiid,joel embiid,2018,8.01277715
embiijo01,Joel Embiid,joel embiid,2019,13.30610109
embiijo01,Joel Embiid,joel embiid,2020,5.74557678283558
embiijo01,Joel Embiid,joel embiid,2021,11.18720942064854
embiijo01,Joel Embiid,joel embiid,2022,14.52112669191892
ennisja01,James Ennis III,james ennis,2017,1.065242373
ennisja01,James Ennis III,james ennis,2018,1.957958518
ennisja01,James Ennis III,james ennis,2019,-0.370635971
ennisja01,James Ennis III,james ennis,2020,0.964055972637416
ennisja01,James Ennis III,james ennis,2021,1.509145916477255
ennisja01,James Ennis III,james ennis,2022,-0.0092075290735053
ennisty01,Tyler Ennis,tyler ennis,2017,1.345664325
ennisty01,Tyler Ennis,tyler ennis,2018,0.743964667
eubandr01,Drew Eubanks,drew eubanks,2019,-0.112343449
eubandr01,Drew Eubanks,drew eubanks,2020,-0.226269487888796
eubandr01,Drew Eubanks,drew eubanks,2021,0.912801315110521
eubandr01,Drew Eubanks,drew eubanks,2022,-0.8530848135327593
evansja01,Jawun Evans,jawun evans,2018,0.469441371
evansja01,Jawun Evans,jawun evans,2019,-0.142374106
evansja02,Jacob Evans,jacob evans,2019,-0.538607255
evansja02,Jacob Evans,jacob evans,2020,-0.764435446802331
evansje01,Jeremy Evans,jeremy evans,2018,-0.068182387
evansty01,Tyreke Evans,tyreke evans,2017,0.630647835
evansty01,Tyreke Evans,tyreke evans,2018,5.391137972
evansty01,Tyreke Evans,tyreke evans,2019,1.933044785
exumda01,Dante Exum,dante exum,2017,1.138286817
exumda01,Dante Exum,dante exum,2018,0.696630667
exumda01,Dante Exum,dante exum,2019,0.685518339
exumda01,Dante Exum,dante exum,2020,0.297406683302904
exumda01,Dante Exum,dante exum,2021,0.3136643215795371
fallta01,Tacko Fall,tacko fall,2020,-0.017031824375719
fallta01,Tacko Fall,tacko fall,2021,0.5533698309679798
fallta01,Tacko Fall,tacko fall,2022,0.1020539741246361
farieke01,Kenneth Faried,kenneth faried,2017,2.247687321
farieke01,Kenneth Faried,kenneth faried,2018,-0.149949773
farieke01,Kenneth Faried,kenneth faried,2019,1.268501995
farmajo01,Jordan Farmar,jordan farmar,2017,0.00608556
favorde01,Derrick Favors,derrick favors,2017,0.149039615
favorde01,Derrick Favors,derrick favors,2018,5.74599376
favorde01,Derrick Favors,derrick favors,2019,6.357839883
favorde01,Derrick Favors,derrick favors,2020,3.86537206066249
favorde01,Derrick Favors,derrick favors,2021,1.916619210406022
favorde01,Derrick Favors,derrick favors,2022,0.3363670375794705
feldeka01,Kay Felder,kay felder,2017,-0.612680411
feldeka01,Kay Felder,kay felder,2018,-0.237507197
feliccr01,Cristiano Felicio,cristiano felicio,2017,0.973079967
feliccr01,Cristiano Felicio,cristiano felicio,2018,-3.104465126
feliccr01,Cristiano Felicio,cristiano felicio,2019,-1.342326568
feliccr01,Cristiano Felicio,cristiano felicio,2020,-0.737749041615507
feliccr01,Cristiano Felicio,cristiano felicio,2021,0.5366042836839767
feltora01,Raymond Felton,raymond felton,2017,0.674170755
feltora01,Raymond Felton,raymond felton,2018,0.850888916
feltora01,Raymond Felton,raymond felton,2019,0.589023243
fergute01,Terrance Ferguson,terrance ferguson,2018,-0.680012906
fergute01,Terrance Ferguson,terrance ferguson,2019,-0.420974705
fergute01,Terrance Ferguson,terrance ferguson,2020,-0.937483832320194
fergute01,Terrance Ferguson,terrance ferguson,2021,-0.3858762189379092
fernabr01,Bruno Fernando,bruno fernando,2020,-0.343126568960217
fernabr01,Bruno Fernando,bruno fernando,2021,-0.7661401480328782
fernabr01,Bruno Fernando,bruno fernando,2022,0.1337029342958029
ferreyo01,Yogi Ferrell,yogi ferrell,2017,0.041739463
ferreyo01,Yogi Ferrell,yogi ferrell,2018,3.844344256
ferreyo01,Yogi Ferrell,yogi ferrell,2019,1.894035834
ferreyo01,Yogi Ferrell,yogi ferrell,2020,0.779994019030554
ferreyo01,Yogi Ferrell,yogi ferrell,2021,0.3605680325498464
finnedo01,Dorian Finney-Smith,dorian finney smith,2017,0.803267687
finnedo01,Dorian Finney-Smith,dorian finney smith,2018,0.230272295
finnedo01,Dorian Finney-Smith,dorian finney smith,2019,2.376237323
finnedo01,Dorian Finney-Smith,dorian finney smith,2020,4.29465627080815
finnedo01,Dorian Finney-Smith,dorian finney smith,2021,5.176393202916975
finnedo01,Dorian Finney-Smith,dorian finney smith,2022,7.298266937787048
fittsma01,Malik Fitts,malik fitts,2021,-0.082789669286914
fittsma01,Malik Fitts,malik fitts,2022,-0.0290590302451386
flynnma01,Malachi Flynn,malachi flynn,2021,0.8991457260275384
flynnma01,Malachi Flynn,malachi flynn,2022,0.7604919110103511
forbebr01,Bryn Forbes,bryn forbes,2017,-1.165016157
forbebr01,Bryn Forbes,bryn forbes,2018,0.426983311
forbebr01,Bryn Forbes,bryn forbes,2019,1.123051273
forbebr01,Bryn Forbes,bryn forbes,2020,-0.500456141665449
forbebr01,Bryn Forbes,bryn forbes,2021,-0.6613831068480933
forbebr01,Bryn Forbes,bryn forbes,2022,-0.6031457076906572
fordal03,Aleem Ford,aleem ford,2022,-0.2619222446122559
forretr01,Trent Forrest,trent forrest,2021,-0.6637235526821708
forretr01,Trent Forrest,trent forrest,2022,0.8887449539557659
fournev01,Evan Fournier,evan fournier,2017,2.958528313
fournev01,Evan Fournier,evan fournier,2018,2.363192342
fournev01,Evan Fournier,evan fournier,2019,3.531016081
fournev01,Evan Fournier,evan fournier,2020,3.69552671464002
fournev01,Evan Fournier,evan fournier,2021,2.043600443880679
fournev01,Evan Fournier,evan fournier,2022,2.01802820839336
foxde01,De'Aaron Fox,deaaron fox,2018,-1.666319743
foxde01,De'Aaron Fox,deaaron fox,2019,5.951543743
foxde01,De'Aaron Fox,deaaron fox,2020,2.69637233442813
foxde01,De'Aaron Fox,deaaron fox,2021,3.406317138211263
foxde01,De'Aaron Fox,deaaron fox,2022,2.170253132511339
foyera01,Randy Foye,randy foye,2017,-1.070719821
frankro01,Robert Franks,robert franks,2021,0.0018809073983683
frazime01,Melvin Frazier Jr.,melvin frazier,2019,-0.057349038
frazime01,Melvin Frazier Jr.,melvin frazier,2020,-0.299238263134242
frazime01,Melvin Frazier Jr.,melvin frazier,2022,-1.033963756068052
frazimi01,Michael Frazier,michael frazier,2020,-0.959109412741937
fraziti01,Tim Frazier,tim frazier,2017,0.698631351
fraziti01,Tim Frazier,tim frazier,2018,1.042674588
fraziti01,Tim Frazier,tim frazier,2019,0.211834995
fraziti01,Tim Frazier,tim frazier,2020,0.253522096474936
fraziti01,Tim Frazier,tim frazier,2021,-0.0983295964395468
fraziti01,Tim Frazier,tim frazier,2022,-0.2538178360493598
fredeji01,Jimmer Fredette,jimmer fredette,2019,-0.477014362
fryech01,Channing Frye,channing frye,2017,3.589023952
fryech01,Channing Frye,channing frye,2018,1.119759227
fryech01,Channing Frye,channing frye,2019,-1.504987605
fultzma01,Markelle Fultz,markelle fultz,2018,0.31920183
fultzma01,Markelle Fultz,markelle fultz,2019,-0.099637976
fultzma01,Markelle Fultz,markelle fultz,2020,0.428913831520925
fultzma01,Markelle Fultz,markelle fultz,2021,-0.6860953076444886
fultzma01,Markelle Fultz,markelle fultz,2022,0.9071792796028132
gabriwe01,Wenyen Gabriel,wenyen gabriel,2020,0.293181578143434
gabriwe01,Wenyen Gabriel,wenyen gabriel,2021,0.5108039715992913
gabriwe01,Wenyen Gabriel,wenyen gabriel,2022,0.1420382410851396
gaffoda01,Daniel Gafford,daniel gafford,2020,0.329622634675089
gaffoda01,Daniel Gafford,daniel gafford,2021,3.076922920609981
gaffoda01,Daniel Gafford,daniel gafford,2022,1.795111507910193
gallida01,Danilo Gallinari,danilo gallinari,2017,5.308113026
gallida01,Danilo Gallinari,danilo gallinari,2018,1.941857244
gallida01,Danilo Gallinari,danilo gallinari,2019,8.195913788
gallida01,Danilo Gallinari,danilo gallinari,2020,5.63257246697684
gallida01,Danilo Gallinari,danilo gallinari,2021,2.575092274171576
gallida01,Danilo Gallinari,danilo gallinari,2022,1.486611788575353
gallola01,Langston Galloway,langston galloway,2017,1.451779444
gallola01,Langston Galloway,langston galloway,2018,2.296792054
gallola01,Langston Galloway,langston galloway,2019,1.756105792
gallola01,Langston Galloway,langston galloway,2020,1.83209967141622
gallola01,Langston Galloway,langston galloway,2021,0.4103674689419089
gallola01,Langston Galloway,langston galloway,2022,-0.1270854813891443
garinpa01,Patricio Garino,patricio garino,2017,-0.418480503
garlada01,Darius Garland,darius garland,2020,-3.52224076938927
garlada01,Darius Garland,darius garland,2021,1.292475644359848
garlada01,Darius Garland,darius garland,2022,8.991338374807288
garrebi01,Billy Garrett,billy garrett,2019,-0.283597588
garrema01,Marcus Garrett,marcus garrett,2022,-0.2398599901861987
garubus01,Usman Garuba,usman garuba,2022,0.08178567316801
garzalu01,Luka Garza,luka garza,2022,-0.0457605023352971
gasolma01,Marc Gasol,marc gasol,2017,7.224406923
gasolma01,Marc Gasol,marc gasol,2018,3.86072768
gasolma01,Marc Gasol,marc gasol,2019,8.994060641
gasolma01,Marc Gasol,marc gasol,2020,3.12683405712747
gasolma01,Marc Gasol,marc gasol,2021,2.544967133691243
gasolpa01,Pau Gasol,pau gasol,2017,5.795104704
gasolpa01,Pau Gasol,pau gasol,2018,2.603868275
gasolpa01,Pau Gasol,pau gasol,2019,-0.068519515
gayru01,Rudy Gay,rudy gay,2017,3.368650884
gayru01,Rudy Gay,rudy gay,2018,3.40774823
gayru01,Rudy Gay,rudy gay,2019,5.083692671
gayru01,Rudy Gay,rudy gay,2020,1.95947767060533
gayru01,Rudy Gay,rudy gay,2021,3.794905792500244
gayru01,Rudy Gay,rudy gay,2022,1.779664994503969
gbinimi01,Michael Gbinije,michael gbinije,2017,-0.084070565
geeal01,Alonzo Gee,alonzo gee,2017,0.085839713
georgma01,Marcus Georges-Hunt,marcus georges hunt,2017,-0.217833259
georgma01,Marcus Georges-Hunt,marcus georges hunt,2018,-0.076386134
georgpa01,Paul George,paul george,2017,7.850679142
georgpa01,Paul George,paul george,2018,9.806548616
georgpa01,Paul George,paul george,2019,19.41877202
georgpa01,Paul George,paul george,2020,8.93932120708501
georgpa01,Paul George,paul george,2021,12.46421745382768
georgpa01,Paul George,paul george,2022,4.402187969469462
gibsojo01,Jonathan Gibson,jonathan gibson,2017,-0.843867724
gibsojo01,Jonathan Gibson,jonathan gibson,2018,0.073252618
gibsota01,Taj Gibson,taj gibson,2017,1.95535149
gibsota01,Taj Gibson,taj gibson,2018,5.084257735
gibsota01,Taj Gibson,taj gibson,2019,1.341856127
gibsota01,Taj Gibson,taj gibson,2020,-0.015824530569508
gibsota01,Taj Gibson,taj gibson,2021,3.983846183791057
gibsota01,Taj Gibson,taj gibson,2022,0.9066441563603024
giddejo01,Josh Giddey,josh giddey,2022,1.150803405799353
gilesha01,Harry Giles III,harry giles,2019,-0.569878359
gilesha01,Harry Giles III,harry giles,2020,-0.983444218487502
gilesha01,Harry Giles III,harry giles,2021,-0.4004967657401384
gilgesh01,Shai Gilgeous-Alexander,shai gilgeous alexander,2019,2.128439394
gilgesh01,Shai Gilgeous-Alexander,shai gilgeous alexander,2020,5.37027415369033
gilgesh01,Shai Gilgeous-Alexander,shai gilgeous alexander,2021,3.061202065007729
gilgesh01,Shai Gilgeous-Alexander,shai gilgeous alexander,2022,4.599762158612561
gillan01,Anthony Gill,anthony gill,2021,-0.0043849662123181
gillan01,Anthony Gill,anthony gill,2022,0.6353433941807737
gillefr01,Freddie Gillespie,freddie gillespie,2021,0.1913054841025203
gillefr01,Freddie Gillespie,freddie gillespie,2022,-0.0447980591721699
ginobma01,Manu Ginobili,manu ginobili,2017,5.238185254
ginobma01,Manu Ginobili,manu ginobili,2018,2.926910458
goberru01,Rudy Gobert,rudy gobert,2017,14.06060434
goberru01,Rudy Gobert,rudy gobert,2018,7.210859774
goberru01,Rudy Gobert,rudy gobert,2019,11.38291189
goberru01,Rudy Gobert,rudy gobert,2020,11.0670315502102
goberru01,Rudy Gobert,rudy gobert,2021,13.83774545683709
goberru01,Rudy Gobert,rudy gobert,2022,11.37194670260348
goodwar01,Archie Goodwin,archie goodwin,2017,0.104377772
goodwbr01,Brandon Goodwin,brandon goodwin,2019,-0.056749395
goodwbr01,Brandon Goodwin,brandon goodwin,2020,0.00357758911763
goodwbr01,Brandon Goodwin,brandon goodwin,2021,-0.5140476851204561
goodwbr01,Brandon Goodwin,brandon goodwin,2022,0.2469178699556041
goodwjo01,Jordan Goodwin,jordan goodwin,2022,-0.1087431306518136
gordoaa01,Aaron Gordon,aaron gordon,2017,4.228521971
gordoaa01,Aaron Gordon,aaron gordon,2018,4.354286776
gordoaa01,Aaron Gordon,aaron gordon,2019,4.422694818
gordoaa01,Aaron Gordon,aaron gordon,2020,1.8535417369494
gordoaa01,Aaron Gordon,aaron gordon,2021,2.67295809781699
gordoaa01,Aaron Gordon,aaron gordon,2022,4.044390443347138
gordoer01,Eric Gordon,eric gordon,2017,4.652501062
gordoer01,Eric Gordon,eric gordon,2018,4.802003508
gordoer01,Eric Gordon,eric gordon,2019,1.700508202
gordoer01,Eric Gordon,eric gordon,2020,-0.615281944681596
gordoer01,Eric Gordon,eric gordon,2021,-0.3150116106381073
gordoer01,Eric Gordon,eric gordon,2022,0.1059938688621929
gortama01,Marcin Gortat,marcin gortat,2017,2.716808599
gortama01,Marcin Gortat,marcin gortat,2018,2.632330105
gortama01,Marcin Gortat,marcin gortat,2019,-0.031888405
grahade01,Devonte' Graham,devonte graham,2019,0.266698049
grahade01,Devonte' Graham,devonte graham,2020,4.65332243784367
grahade01,Devonte' Graham,devonte graham,2021,4.31737058881949
grahade01,Devonte' Graham,devonte graham,2022,2.378497927276582
grahatr01,Treveon Graham,treveon graham,2017,-0.293279971
grahatr01,Treveon Graham,treveon graham,2018,0.360133586
grahatr01,Treveon Graham,treveon graham,2019,1.088535362
grahatr01,Treveon Graham,treveon graham,2020,-0.226269351334454
grantdo01,Donte Grantham,donte grantham,2019,-0.043739231
grantje01,Jerami Grant,jerami grant,2017,0.320730042
grantje01,Jerami Grant,jerami grant,2018,2.535654892
grantje01,Jerami Grant,jerami grant,2019,5.211769775
grantje01,Jerami Grant,jerami grant,2020,0.825106159538386
grantje01,Jerami Grant,jerami grant,2021,3.169332636446739
grantje01,Jerami Grant,jerami grant,2022,1.176527362333205
grantje02,Jerian Grant,jerian grant,2017,1.688923038
grantje02,Jerian Grant,jerian grant,2018,2.481508406
grantje02,Jerian Grant,jerian grant,2019,-0.76114943
grantje02,Jerian Grant,jerian grant,2020,-0.086918844706074
graveha01,Hassani Gravett,hassani gravett,2022,0.1979760116378387
grayjo01,Josh Gray,josh gray,2018,-0.311999119
grayjo01,Josh Gray,josh gray,2020,-0.126834656986826
