player_slug,player_name,canonical_name,season_end,war,salary,dollars_per_war
belinma01,Marco Belinelli,marco belinelli,2019,1.05871397,6153846.0,5812567.109131468
belljo01,Jordan Bell,jordan bell,2018,2.737399373,1378242.0,503485.90475840657
belljo01,Jordan Bell,jordan bell,2020,0.26603828281666,1620564.0,6091469.178203989
bembrde01,DeAndre' Bembry,deandre bembry,2019,0.660856627,1634640.0,2473516.846491425
bembrde01,DeAndre' Bembry,deandre bembry,2020,0.482098964537348,2603982.0,5401343.275024335
bembrde01,DeAndre' Bembry,deandre bembry,2021,0.6181622190832794,2117043.0,3424736.9616660285
bembrde01,DeAndre' Bembry,deandre bembry,2022,1.46802937307128,2626116.0,1788871.5635885913
bendedr01,Dragan Bender,dragan bender,2017,0.000227654,4276320.0,18784295465.92636
bertada01,Davis Bertans,davis bertans,2017,2.071213244,543471.0,262392.5863618126
bertada01,Davis Bertans,davis bertans,2018,3.151628637,1312611.0,416486.56970240624
bertada01,Davis Bertans,davis bertans,2019,5.293478957,7000000.0,1322381.7562821002
bertada01,Davis Bertans,davis bertans,2020,4.05153468571122,7000000.0,1727740.3608778918
bertada01,Davis Bertans,davis bertans,2021,2.991803850786688,18280371.0,6110150.234345483
bertada01,Davis Bertans,davis bertans,2022,0.7655432786681702,18501560.0,24167882.49018071
beverpa01,Patrick Beverley,patrick beverley,2017,7.724218498,6000000.0,776777.612072154
beverpa01,Patrick Beverley,patrick beverley,2018,0.99980189,5513514.0,5514606.498693456
beverpa01,Patrick Beverley,patrick beverley,2019,6.279318479,5027028.0,800569.0453210727
beverpa01,Patrick Beverley,patrick beverley,2020,5.60048353433431,12345680.0,2204395.3748481907
beverpa01,Patrick Beverley,patrick beverley,2021,1.607263105845415,16249218.0,10109868.098697485
beverpa01,Patrick Beverley,patrick beverley,2022,5.435824979259043,16560038.0,3046462.692081984
beysa01,Saddiq Bey,saddiq bey,2022,0.6284311693347711,3265895.0,5196901.680508829
birchkh01,Khem Birch,khem birch,2018,1.043290507,1378242.0,1321052.9481027857
birchkh01,Khem Birch,khem birch,2019,2.379425759,1378242.0,579233.0333429831
birchkh01,Khem Birch,khem birch,2020,0.894859658696873,3000000.0,3352480.9961471595
birchkh01,Khem Birch,khem birch,2021,2.343423026048158,3670087.0,1566122.2746407285
birchkh01,Khem Birch,khem birch,2022,0.426356354467062,7342806.0,17222227.18875242
bitadgo01,Goga Bitadze,goga bitadze,2021,0.5587065632955112,3604304.0,6451157.435380996
bitadgo01,Goga Bitadze,goga bitadze,2022,0.2219588698245002,3582827.0,16141850.97821453
biyombi01,Bismack Biyombo,bismack biyombo,2022,0.2234388003723239,1755581.0,7857100.007136692
bjeline01,Nemanja Bjelica,nemanja bjelica,2017,2.344086552,3800000.0,1621100.550556804
bjeline01,Nemanja Bjelica,nemanja bjelica,2018,2.993314755,3949999.0,1319606.9652888875
bjeline01,Nemanja Bjelica,nemanja bjelica,2019,4.542515699,6500000.0,1430925.1592528177
bjeline01,Nemanja Bjelica,nemanja bjelica,2020,4.56125446269718,6825000.0,1496298.8922929356
bjeline01,Nemanja Bjelica,nemanja bjelica,2022,2.186129884753655,2416128.0,1105207.8912833042
blackta01,Tarik Black,tarik black,2017,2.23936778,6191000.0,2764619.5749051995
bledser01,Eric Bledsoe,eric bledsoe,2017,3.997104898,14000000.0,3502535.049056398
bledser01,Eric Bledsoe,eric bledsoe,2018,9.498613612,15000000.0,1579177.8266514458
bledser01,Eric Bledsoe,eric bledsoe,2019,11.21312726,15000000.0,1337717.8062991144
bledser01,Eric Bledsoe,eric bledsoe,2020,5.33455354593873,15625000.0,2929017.3705155756
bledser01,Eric Bledsoe,eric bledsoe,2021,0.5691020929757342,20565418.0,36136605.81086087
bledser01,Eric Bledsoe,eric bledsoe,2022,1.785719487486565,20958799.0,11736893.250518266
bogdabo01,Bogdan Bogdanovic,bogdan bogdanovic,2018,2.012245231,9412280.0,4677501.457077623
bogdabo01,Bogdan Bogdanovic,bogdan bogdanovic,2019,4.228101939,9000000.0,2128614.714083411
bogdabo01,Bogdan Bogdanovic,bogdan bogdanovic,2020,3.55185498914367,8529386.0,2401389.140623779
bogdabo01,Bogdan Bogdanovic,bogdan bogdanovic,2021,6.579731490819591,21936446.0,3333942.4307218245
bogdabo01,Bogdan Bogdanovic,bogdan bogdanovic,2022,4.977680781926486,20814255.0,4181516.6363368863
bogdabo02,Bojan Bogdanovic,bojan bogdanovic,2018,3.464803691,10500000.0,3030474.7213454754
bogdabo02,Bojan Bogdanovic,bojan bogdanovic,2019,3.833364413,10500000.0,2739108.2268076558
bogdabo02,Bojan Bogdanovic,bojan bogdanovic,2020,2.1646218525288,17000000.0,7853565.73026365
bogdabo02,Bojan Bogdanovic,bojan bogdanovic,2021,2.013904747142467,21753642.0,10801723.383822536
bogdabo02,Bojan Bogdanovic,bojan bogdanovic,2022,0.7105667930152528,21623698.0,30431619.113863982
bogutan01,Andrew Bogut,andrew bogut,2017,0.298903489,242224.0,810375.2847127187
bogutan01,Andrew Bogut,andrew bogut,2018,0.070751664,1471382.0,20796429.607648518
bogutan01,Andrew Bogut,andrew bogut,2019,0.264671575,307648.0,1162376.4282205221
boldema01,Marques Bolden,marques bolden,2021,0.0777846539316534,547332.0,7036503.633234919
bolomjo01,Joel Bolomboy,joel bolomboy,2017,0.216222926,600000.0,2774913.88679108
bongais01,Isaac Bonga,isaac bonga,2019,0.087515249,1000000.0,11426580.06949166
bongais01,Isaac Bonga,isaac bonga,2020,2.28638850786772,1416842.0,619685.5849845672
bongais01,Isaac Bonga,isaac bonga,2021,0.037766592942809,2027733.0,53691181.59720291
bongais01,Isaac Bonga,isaac bonga,2022,0.0452238228594785,1999575.0,44215081.202072844
