player_slug,player_name,canonical_name,season_end,war,salary
diawbo01,Boris Diaw,boris diaw,2017,0.089389165,7000000.0
dienggo01,Gorgui Dieng,gorgui dieng,2017,4.691925147,2348783.0
dienggo01,Gorgui Dieng,gorgui dieng,2019,1.110506015,15170787.0
dienggo01,Gorgui Dieng,gorgui dieng,2020,2.86248215548827,16229213.0
dienggo01,Gorgui Dieng,gorgui dieng,2021,0.7384514768698892,21433964.0
dienggo01,Gorgui Dieng,gorgui dieng,2022,0.4037332067441833,4625390.0
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2017,1.876555758,726672.0
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2018,6.073954975,1656092.0
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2019,4.016695672,1656092.0
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2020,3.98327530180355,10605600.0
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2021,0.1694697450555465,13958950.0
dinwisp01,Spencer Dinwiddie,spencer dinwiddie,2022,5.262388025938337,22334024.0
divindo01,Donte DiVincenzo,donte divincenzo,2019,0.95661009,2481000.0
divindo01,Donte DiVincenzo,donte divincenzo,2020,5.00755721799866,2905800.0
divindo01,Donte DiVincenzo,donte divincenzo,2021,3.440920774547385,3709891.0
divindo01,Donte DiVincenzo,donte divincenzo,2022,1.04453879773684,5406884.0
doncilu01,Luka Doncic,luka doncic,2019,5.939360283,6560640.0
doncilu01,Luka Doncic,luka doncic,2020,10.6444657498735,7683360.0
doncilu01,Luka Doncic,luka doncic,2021,11.40264495062468,9809686.0
doncilu01,Luka Doncic,luka doncic,2022,13.57500802178443,11765131.0
dortlu01,Luguentz Dort,luguentz dort,2020,1.8600455649536,155647.0
dortlu01,Luguentz Dort,luguentz dort,2021,3.795246138173458,1849950.0
dortlu01,Luguentz Dort,luguentz dort,2022,2.174036368856353,2061329.0
dotsoda01,Damyean Dotson,damyean dotson,2018,0.68330573,1378242.0
dotsoda01,Damyean Dotson,damyean dotson,2019,0.389369618,1378242.0
dotsoda01,Damyean Dotson,damyean dotson,2020,0.485720584823963,1618520.0
dotsode01,Devon Dotson,devon dotson,2021,0.4240861082759597,547332.0
dotsode01,Devon Dotson,devon dotson,2022,0.0692480354094703,276703.0
doumbse01,Sekou Doumbouya,sekou doumbouya,2022,0.2460152771499911,4393114.0
doziepj01,PJ Dozier,pj dozier,2021,1.92121019060866,2148304.0
doziepj01,P.J. Dozier,pj dozier,2022,0.4639244767289453,2209618.0
dragigo01,Goran Dragic,goran dragic,2017,4.305855083,15891725.0
dragigo01,Goran Dragic,goran dragic,2018,5.119657865,18109175.0
dragigo01,Goran Dragic,goran dragic,2019,1.440870908,18109175.0
dragigo01,Goran Dragic,goran dragic,2020,4.99826617782148,19217900.0
dragigo01,Goran Dragic,goran dragic,2021,0.965196788454431,21936446.0
dragigo01,Goran Dragic,goran dragic,2022,0.6463221901446934,22374060.0
drumman01,Andre Drummond,andre drummond,2017,0.452613768,22116750.0
drumman01,Andre Drummond,andre drummond,2018,3.831640022,25434263.0
drumman01,Andre Drummond,andre drummond,2019,8.881571105,25434263.0
drumman01,Andre Drummond,andre drummond,2020,2.1498285802486,27093019.0
drumman01,Andre Drummond,andre drummond,2021,2.271438086576673,35039540.0
drumman01,Andre Drummond,andre drummond,2022,3.575293785909486,2777011.0
duartch01,Chris Duarte,chris duarte,2022,2.3112612030399,4335609.0
dudleja01,Jared Dudley,jared dudley,2017,2.962849237,10470000.0
dudleja01,Jared Dudley,jared dudley,2018,0.498978956,10000000.0
dudleja01,Jared Dudley,jared dudley,2019,3.155698521,9530000.0
dudleja01,Jared Dudley,jared dudley,2020,0.468459488637759,1620564.0
dudleja01,Jared Dudley,jared dudley,2021,0.0816180031756319,3125642.0
dunlemi02,Mike Dunleavy,mike dunleavy,2017,0.383565005,4837500.0
dunnkr01,Kris Dunn,kris dunn,2018,1.224853053,4221000.0
dunnkr01,Kris Dunn,kris dunn,2019,0.702422974,4221000.0
dunnkr01,Kris Dunn,kris dunn,2020,3.37650094160736,5348007.0
dunnkr01,Kris Dunn,kris dunn,2022,0.2600018320333845,6148796.0
duranke01,Kevin Durant,kevin durant,2017,13.28639377,26540100.0
duranke01,Kevin Durant,kevin durant,2019,12.76032716,30000000.0
duranke01,Kevin Durant,kevin durant,2021,6.627517360879574,48880434.0
duranke01,Kevin Durant,kevin durant,2022,8.250891243511678,48588451.0
echenja01,Jaime Echenique,jaime echenique,2022,0.0009209744473156,61489.0
eddieja01,Jarell Eddie,jarell eddie,2017,0.024069793,57672.0
edwaran01,Anthony Edwards,anthony edwards,2022,6.288867954558095,11847335.0
ellenhe01,Henry Ellenson,henry ellenson,2021,0.0335574352312734,205938.0
ellinwa01,Wayne Ellington,wayne ellington,2017,2.980229369,6000000.0
ellinwa01,Wayne Ellington,wayne ellington,2019,1.553111211,2383076.0
ellinwa01,Wayne Ellington,wayne ellington,2020,0.759927006040587,8000000.0
ellinwa01,Wayne Ellington,wayne ellington,2021,1.414087469303523,4344333.0
ellinwa01,Wayne Ellington,wayne ellington,2022,0.2409080720169524,3054712.0
ellismo01,Monta Ellis,monta ellis,2017,0.727304058,10763500.0
embiijo01,Joel Embiid,joel embiid,2017,2.792342633,4826160.0
embiijo01,Joel Embiid,joel embiid,2018,8.01277715,25250000.0
embiijo01,Joel Embiid,joel embiid,2019,13.30610109,25467250.0
embiijo01,Joel Embiid,joel embiid,2020,5.74557678283558,27504630.0
embiijo01,Joel Embiid,joel embiid,2021,11.18720942064854,36002595.0
embiijo01,Joel Embiid,joel embiid,2022,14.52112669191892,36516749.0
ennisja01,James Ennis III,james ennis,2017,1.065242373,2898000.0
ennisja01,James Ennis III,james ennis,2020,0.964055972637416,1882867.0
ennisja01,James Ennis III,james ennis,2021,1.509145916477255,4021681.0
ennisty01,Tyler Ennis,tyler ennis,2017,1.345664325,1733880.0
ennisty01,Tyler Ennis,tyler ennis,2018,0.743964667,1524305.0
eubandr01,Drew Eubanks,drew eubanks,2021,0.912801315110521,1974967.0
evansja01,Jawun Evans,jawun evans,2018,0.469441371,815615.0
evansty01,Tyreke Evans,tyreke evans,2017,0.630647835,10203755.0
evansty01,Tyreke Evans,tyreke evans,2018,5.391137972,3290000.0
evansty01,Tyreke Evans,tyreke evans,2019,1.933044785,12400000.0
exumda01,Dante Exum,dante exum,2017,1.138286817,3940320.0
exumda01,Dante Exum,dante exum,2018,0.696630667,4992385.0
exumda01,Dante Exum,dante exum,2019,0.685518339,9600000.0
exumda01,Dante Exum,dante exum,2020,0.297406683302904,9600000.0
exumda01,Dante Exum,dante exum,2021,0.3136643215795371,11699437.0
fallta01,Tacko Fall,tacko fall,2021,0.5533698309679798,796931.0
fallta01,Tacko Fall,tacko fall,2022,0.1020539741246361,252108.0
farieke01,Kenneth Faried,kenneth faried,2017,2.247687321,12078652.0
farieke01,Kenneth Faried,kenneth faried,2019,1.268501995,683661.0
farmajo01,Jordan Farmar,jordan farmar,2017,0.00608556,980431.0
favorde01,Derrick Favors,derrick favors,2017,0.149039615,11050000.0
favorde01,Derrick Favors,derrick favors,2018,5.74599376,12000000.0
favorde01,Derrick Favors,derrick favors,2019,6.357839883,16900000.0
favorde01,Derrick Favors,derrick favors,2020,3.86537206066249,17650000.0
favorde01,Derrick Favors,derrick favors,2021,1.916619210406022,11282645.0
favorde01,Derrick Favors,derrick favors,2022,0.3363670375794705,11240738.0
feliccr01,Cristiano Felicio,cristiano felicio,2017,0.973079967,874636.0
feliccr01,Cristiano Felicio,cristiano felicio,2021,0.5366042836839767,9175552.0
feltora01,Raymond Felton,raymond felton,2017,0.674170755,980431.0
feltora01,Raymond Felton,raymond felton,2018,0.850888916,1471382.0
feltora01,Raymond Felton,raymond felton,2019,0.589023243,1512601.0
fernabr01,Bruno Fernando,bruno fernando,2022,0.1337029342958029,2061329.0
ferreyo01,Yogi Ferrell,yogi ferrell,2017,0.041739463,207798.0
ferreyo01,Yogi Ferrell,yogi ferrell,2018,3.844344256,1312611.0
ferreyo01,Yogi Ferrell,yogi ferrell,2019,1.894035834,3000000.0
ferreyo01,Yogi Ferrell,yogi ferrell,2020,0.779994019030554,3150000.0
ferreyo01,Yogi Ferrell,yogi ferrell,2021,0.3605680325498464,541280.0
finnedo01,Dorian Finney-Smith,dorian finney smith,2017,0.803267687,543471.0
finnedo01,Dorian Finney-Smith,dorian finney smith,2018,0.230272295,1312611.0
finnedo01,Dorian Finney-Smith,dorian finney smith,2019,2.376237323,1544951.0
finnedo01,Dorian Finney-Smith,dorian finney smith,2020,4.29465627080815,4000000.0
finnedo01,Dorian Finney-Smith,dorian finney smith,2021,5.176393202916975,4874765.0
